TRN_DATE            ,AMOUNT              ,CURRENCY            ,ORG_AMT             ,ORG_CURR            ,EXG_RATE            ,PMT_TYPE            ,PMT_DIR             ,MSG_TYPE            ,ORD_CUS_ID          ,ORD_CUS_NM                                                                                                                                                                                              ,ORD_CUS_ADD                                                                                                                                                                                             ,ORD_CUS_JUR                        ,ORD_BK_ACC_NUM                          ,ORD_BK_BIC                         ,ORD_BK_NM                                                                                                                                                                                               ,ORD_BK_ADD                         ,ORD_BK_JUR                         ,SND_BK_ACC_NUM                          ,SND_BK_BIC                         ,SND_BK_NM                                                                                                                                                                                               ,SND_BK_ADD                                                                                                                                                                                              ,SND_BK_JUR                         ,REC_BK_ACC_NUM                          ,REC_BK_BIC                         ,REC_BK_NM                                                                                                                                                                                               ,REC_BK_ADD                                                                                                                                                                                              ,REC_BK_JUR                         ,ACC_INS_ACC_NUM                         ,ACC_INS_BIC                        ,ACC_INS_NM                                                                                                                                                                                              ,ACC_INS_ADD                                                                                                                                                                                             ,ACC_INS_JUR                        ,BEN_INS_BIC                        ,BEN_INS_NM                                                                                                                                                                                              ,BEN_INS_ADD                                                                                                                                                                                             ,BEN_INS_JUR                        ,BEN_CUS_ACCT                                                                                                                                                                                              ,BEN_CUS_ADD                                                                                                                                                                                             ,BEN_CUS_JUR                        ,INT_BK_ACC_NUM                     ,INT_BK_BIC                              ,INT_BK_NM                                                                                                                                                                                               ,INT_BK_ADD                                                                                                                                                                                              ,INT_BK_JUR                         ,SEN_COR_ACC_NUM                    ,SEN_COR_BIC                             ,SEN_COR_NM                                                                                                                                                                                              ,SEN_COR_ADD                                                                                                                                                                                             ,SEN_COR_JUR                        ,REC_COR_ACC_NUM                    ,REC_COR_BIC                             ,REC_COR_NM                                                                                                                                                                                              ,REC_COR_ADD                                                                                                                                                                                             ,REC_COR_JUR                        ,THD_REI_ACC_NUM                    ,THD_REI_BIC                             ,THD_REI_NM                                                                                                                                                                                              ,THD_REI_ADD                                                                                                                                                                                             ,THD_REI_JUR                        ,SNDING_INS_ACC_NUM                 ,SNDING_INS_BIC                          ,SNDING_INS_NM                                                                                                                                                                                           ,SNDING_INS_ADD                                                                                                                                                                                          ,SNDING_INS_JUR                     ,COV_BEN_CUS_ID                          ,COV_BEN_CUS_NM                                                                                                                                                                                          ,COV_BEN_CUS_ADD                                                                                                                                                                                         ,COV_BEN_CUS_JUR                    ,COV_BEN_INS_ACC_NUM                ,COV_BEN_INS_BIC                         ,COV_BEN_INS_NM                                                                                                                                                                                          ,COV_BEN_INS_ADD                                                                                                                                                                                         ,COV_BEN_INS_JUR                    ,COV_INT_BK_ACC_NUM                 ,COV_INT_BK_BIC                          ,COV_INT_BK_NM                                                                                                                                                                                           ,COV_INT_BK_ADD                                                                                                                                                                                          ,COV_INT_BK_JUR                     ,COV_ACC_INS_ACC_NUM                ,COV_ACC_INS_BIC                         ,COV_ACC_INS_NM                                                                                                                                                                                          ,COV_ACC_INS_ADD                                                                                                                                                                                         ,COV_ACC_INS_JUR                    ,COV_ORD_CUS_ID                          ,COV_ORD_CUS_NM                                                                                                                                                                                          ,COV_ORD_CUS_ADD                                                                                                                                                                                         ,COV_ORD_CUS_JUR                    ,COV_ORD_BK_ACC_NUM                 ,COV_ORD_BK_BIC                          ,COV_ORD_BK_NM                                                                                                                                                                                           ,COV_ORD_BK_ADD                                                                                                                                                                                          ,COV_ORD_BK_JUR                     ,COV_REMIT_INFO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,COV_SEN_REC_INFO
10/10/2018,10000,USD,10000,USD,,SW,OUT,MT103,, D200040,"4500 ARTHUR Ave. Apt. 1 MARIAH, IL 60076-3088",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP015,,,TWN,,MRLRWTP015,,,TWN,mrlrus33,,,HKG,/120162,"ROC CITY, TAIWAN (R.O.C.)",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/14/2019,8000,USD,8000,USD,,SW,OUT,MT103,, D200042," BIG BIRD LEE4500 ARTHUR Ave. Apt. 1 MARIAH, IL 60076-3088",,/0011523461,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP016,,,TWN,,MRLRWTP016,,,TWN,mrlrus33,,,TWN,/120162," ROC CITY, TAIWAN (R.O.C.)",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
6/14/2019,22000,USD,22000,USD,,SW,OUT,MT103,, BIG BIRD LEE,"4500 ARTHUR Ave. Apt. 1 MARIAH, IL 60076-3088",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP016,,,TWN,,MRLRWTP016,,,TWN,mrlrus33,,,TWN,/120162," ROC CITY, TAIWAN (R.O.C.)",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/18/2019,30766.38,USD,30774.38,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP044,,,TWN,,MRLRWTP044,,,TWN,mrlrus33,,,TWN,/120162,"MARIAH CITY, TAICHUNG, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/5/2019,50847.31,USD,50855.31,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP044,,,TWN,,MRLRWTP044,,,TWN,mrlrus33,,,TWN,/0011861309,"MARIAH CITY, TAICHUNG, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/6/2018,44600.15,USD,44608.15,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,HKG,/0011862851," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/3/2018,54837.51,USD,54845.51,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011011988,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/4000800581," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/18/2018,2025690,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,,,,,mrlrus33,,,HKG,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
10/26/2018,22981.21,USD,22989.21,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011011988,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,HKG,/120162," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/8/2018,63097.11,USD,63105.11,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011382322,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/120162," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/21/2018,1351590,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,,,,,mrlrus33,,,TWN,/0011946209,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
11/26/2018,118804.53,USD,118812.53,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/0011946209," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/12/2018,88927.62,USD,88935.62,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/0011862851," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/20/2018,2311950,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,,,,,mrlrus33,,,TWN,/0011862851,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/27/2018,24344.14,USD,24352.14,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,GBR,/120162," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/16/2019,23145,USD,23153,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011921681,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/120162," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/24/2019,2225080,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/6550297001,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,,,,,mrlrus33,,,HKG,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/1/2019,1297580,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/400929988,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,,,,,mrlrus33,,,GBR,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/25/2019,1028650,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011921681,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,HKG,/0011864287,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/28/2019,54420.07,USD,54428.07,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011382322,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/120162," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4/24/2019,3791890,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5/31/2019,2654674,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,GBR,/4000800581,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
6/4/2019,42108.77,USD,42116.77,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011921681,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/8900392835," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
6/18/2019,3738956,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
6/20/2019,120069.24,USD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/0011864287,"BEYONCE, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/19/2019,55769.35,USD,55777.35,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/0011862851," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/25/2019,107933.61,USD,107933.61,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011864287,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,TWN,/0011862851,"BEYONCE, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/15/2019,85416.14,USD,85424.14,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,USA,/0011862851," MARIAH, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/30/2019,127656.24,USD,127656.24,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/36142385,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP053,,,TWN,,MRLRWTP053,,,TWN,mrlrus33,,,HKG,/120162,"BEYONCE, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/26/2018,1967882,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/8900676981,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,,,,,mrlrus33,,,TWN,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/11/2019,1473393,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011862851,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,,,,,mrlrus33,,,TWN,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/31/2019,37000,USD,37000,USD,,SW,OUT,MT103,, D200045,"MARIAH CAREY 2W. RANDOLPH STREET, APT 2 BIG BIRD, IL 60601",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,TWN,/6550997654,MAGALI DIST. TAICHUNG CITY TAIWAN,,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2/20/2019,597780,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,,,,,mrlrus33,,,TWN,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
3/25/2019,772804,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/206030300150,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,TWN,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5/31/2019,751845,TWD,,,,SW,OUT,MT103,/443352," harry products, llc.","100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,TWN,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/10/2019,21250.53,USD,21250.53,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,TWN,/0011864287,"BLUE IVY, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/26/2019,12948.14,USD,12948.14,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/0011523461,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,HKG,/120162,"BLUE IVY, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/12/2019,59440.59,USD,59440.59,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP060,,,TWN,,MRLRWTP060,,,TWN,mrlrus33,,,HKG,/0011382322,"BLUE IVY, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/31/2018,12000,USD,12000,USD,,SW,OUT,MT103,/0000451914, BIG BIRD DONG," 55 W. WACKER DRIVE, SUITE 1200 CHICAGO, IL 60601",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP065,,,TWN,,MRLRWTP065,,,TWN,mrlrus33,,,HKG,/8900676981,MAGALI DIST. TAICHUNG CITY TAIWAN,,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1/23/2019,11000,USD,11000,USD,,SW,OUT,MT103,/0000451914, BIG BIRD DONG," 55 W. WACKER DRIVE, SUITE 1200 CHICAGO, IL 60601",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP065,,,TWN,,MRLRWTP065,,,TWN,mrlrus33,,,TWN,/0011862851,MAGALI DIST. TAICHUNG CITY TAIWAN,,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9/10/2018,36000,USD,36000,USD,,SW,OUT,MT103,, D200042," BIG BIRD LEE4500 ARTHUR Ave. Apt. 1 MARIAH, IL 60076-3088",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP072,,,TWN,,MRLRWTP072,,,TWN,mrlrus33,,,TWN,/0011946209," ROC CITY, TAIWAN (R.O.C.)",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
7/10/2019,10000,USD,10000,USD,,SW,OUT,MT103,, BIG BIRD LEE," 8128 BIG BIRD. Apt. 1 Skokie, IL 60076-3088",,/0011011988,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP072,,,TWN,,MRLRWTP072,,,TWN,mrlrus33,,,TWN,/0011946209," ROC CITY, TAIWAN (R.O.C.)",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
12/19/2018,62532,USD,62540,USD,,SW,OUT,MT103,/0000443352," harry products, llc"," 100 REMINGTON ROAD SCHAUMBURG, ny  10026",,/120162,MRLRUS4C,,,USA,,MRLRUS4C,,,USA,,MRLRWTP080,,,TWN,,MRLRWTP080,,,TWN,mrlrus33,,,TWN,/36015028,"AMAZING DISTRICT, TAOYUAN CITY, TAIWAN",,,,,,,,,,,,,MRLRWTP011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/31/2018,6738.48,USD,,,,SW,IN,MT103,/00753079088, 1/BEYONCE AFFAIRS , 2/NO.3 MAGALI BLVD 3/TW/TAIPEI,TWN,/0011011988,mrlrus33,,,,,MRLRWTP007,,,TWN,,MRLRUS4C,,,USA,,,,,,mrlrus33,,,TWN,/120162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/31/2018,18940,USD,,,,SW,IN,MT103,/03737200, MINISTRY OF MAGALI," 5 OBAMA RD., TAIPEI TAIWAN R.O.C.",,/0011382322,mrlrus33,,,,,ICBCTWTP017,,,TWN,,MRLRUS4C,,,USA,,,,,,mrlrus33,,,TWN,/120162,"JAYZ LOVES BEYONCE W. WACKER DR., SUITE1 , NEW ORLEANS,IL60601 USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
